ticket_id,customer_id,ticket_date,issue_type,issue_description,priority,ticket_status,resolution_days
TICK000515,CUST0272,2024-04-10,Mobile,Customer complained that mobile data was slower than expected.,Medium,Closed,4
TICK000516,CUST0273,2022-09-09,Internet,Customer contacted support to confirm improved internet speed after router replacement.,Medium,Closed,2
TICK000517,CUST0274,2025-09-02,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,6
TICK000518,CUST0274,2025-08-28,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,1
TICK000519,CUST0275,2021-11-17,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,0
TICK000520,CUST0279,2025-06-07,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Low,Closed,1
TICK000521,CUST0280,2026-03-27,Billing,Customer asked why promotional pricing changed this month.,High,Closed,8
TICK000522,CUST0281,2023-04-11,Internet,Customer reported that internet service is working well after recent upgrade.,Low,Open,
TICK000523,CUST0282,2025-07-27,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Low,Closed,4
TICK000524,CUST0283,2021-07-25,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,1
TICK000525,CUST0284,2021-04-21,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Open,
TICK000526,CUST0285,2022-07-09,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,9
TICK000527,CUST0286,2023-10-01,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,High,In Progress,
TICK000528,CUST0288,2026-05-03,TV,Customer experienced pixelation while watching live TV.,Low,Open,
TICK000529,CUST0288,2022-06-06,Internet,Customer reported that internet service is working well after recent upgrade.,Low,Closed,5
TICK000530,CUST0289,2025-09-09,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Closed,2
TICK000531,CUST0289,2023-11-09,Mobile,Customer complained that mobile data was slower than expected.,Medium,Closed,1
TICK000532,CUST0290,2023-09-20,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,3
TICK000533,CUST0291,2024-05-20,Billing,Customer requested clarification on monthly bill charges.,High,Closed,1
TICK000534,CUST0291,2023-06-09,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,10
TICK000535,CUST0292,2020-10-04,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Closed,6
TICK000536,CUST0292,2021-03-24,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Critical,Closed,1
TICK000537,CUST0292,2022-11-18,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Low,Closed,2
TICK000538,CUST0292,2024-12-08,Mobile,Customer requested help activating a new mobile line.,Low,Closed,8
TICK000539,CUST0293,2026-04-21,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,5
TICK000540,CUST0293,2025-07-31,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,Closed,1
TICK000541,CUST0294,2018-12-04,Billing,Customer thanked support for explaining the promotional discount on the bill.,High,Closed,2
TICK000542,CUST0295,2024-04-21,Billing,Customer thanked support for explaining the promotional discount on the bill.,Low,Open,
TICK000543,CUST0297,2026-05-07,Billing,Customer disputed an unexpected charge on the monthly bill.,High,Closed,1
TICK000544,CUST0297,2025-10-09,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Open,
TICK000545,CUST0297,2025-04-04,Internet,Customer asked for guidance on resetting the modem and router.,Medium,In Progress,
TICK000546,CUST0297,2024-11-10,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,In Progress,
TICK000547,CUST0297,2025-11-09,Mobile,Customer asked about mobile data usage shown on the account.,Medium,Closed,10
TICK000548,CUST0297,2025-03-17,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,Closed,7
TICK000549,CUST0297,2026-02-03,Billing,Customer disputed an unexpected charge on the monthly bill.,Critical,Closed,0
TICK000550,CUST0298,2024-04-23,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Low,Closed,8
TICK000551,CUST0298,2025-03-12,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,2
TICK000552,CUST0299,2024-10-27,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,0
TICK000553,CUST0299,2024-05-16,Billing,Customer thanked support for explaining the promotional discount on the bill.,Low,Closed,8
TICK000554,CUST0300,2025-03-11,Mobile,Customer requested help activating a new mobile line.,Low,Closed,10
TICK000555,CUST0302,2026-04-11,Internet,Customer reported that internet service is working well after recent upgrade.,Critical,Closed,2
TICK000556,CUST0303,2026-01-26,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,4
TICK000557,CUST0304,2025-05-07,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Open,
TICK000558,CUST0304,2023-10-14,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,In Progress,
TICK000559,CUST0304,2023-05-10,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Open,
TICK000560,CUST0304,2025-05-13,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,In Progress,
TICK000561,CUST0304,2025-07-12,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Open,
TICK000562,CUST0305,2021-05-16,Billing,Customer thanked support for explaining the promotional discount on the bill.,Low,Closed,8
TICK000563,CUST0306,2024-03-12,Mobile,Customer requested help activating a new mobile line.,High,Closed,1
TICK000564,CUST0306,2019-04-23,Mobile,Customer confirmed mobile line activation was completed successfully.,Medium,Closed,3
TICK000565,CUST0307,2025-06-28,Service Outage,Customer confirmed service was restored after the outage notification.,Medium,In Progress,
TICK000566,CUST0309,2025-06-02,Internet,Customer stated that the router reboot did not fix the connectivity issue.,High,Closed,7
TICK000567,CUST0309,2024-09-03,Mobile,Customer reported dropped calls and slow mobile data speeds.,Medium,Closed,6
TICK000568,CUST0309,2025-12-17,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,In Progress,
TICK000569,CUST0309,2026-04-23,Billing,Customer thanked support for explaining the promotional discount on the bill.,High,Open,
TICK000570,CUST0309,2026-05-28,Mobile,Customer asked about mobile data usage shown on the account.,High,Closed,3
TICK000571,CUST0310,2024-08-08,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,1
TICK000572,CUST0310,2025-08-12,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,3
TICK000573,CUST0311,2022-05-02,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Open,
TICK000574,CUST0311,2020-03-15,Mobile,Customer asked about mobile data usage shown on the account.,Low,Open,
TICK000575,CUST0313,2024-02-19,Billing,Customer thanked support for explaining the promotional discount on the bill.,Low,In Progress,
TICK000576,CUST0313,2022-12-07,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,2
TICK000577,CUST0313,2024-07-18,Service Outage,Customer confirmed service was restored after the outage notification.,Medium,Closed,1
TICK000578,CUST0314,2023-07-12,Mobile,Customer confirmed mobile line activation was completed successfully.,High,Closed,5
TICK000579,CUST0315,2025-03-31,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,In Progress,
TICK000580,CUST0315,2025-09-29,Internet,Customer reported that internet service is working well after recent upgrade.,High,Closed,8
TICK000581,CUST0315,2023-09-28,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,0
TICK000582,CUST0315,2025-01-01,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,6
TICK000583,CUST0315,2023-06-12,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,Closed,1
TICK000584,CUST0315,2024-01-11,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,9
TICK000585,CUST0315,2025-09-09,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,Closed,0
TICK000586,CUST0316,2026-03-09,Billing,Customer thanked support for explaining the promotional discount on the bill.,Low,Closed,7
TICK000587,CUST0316,2025-10-08,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,3
TICK000588,CUST0317,2024-09-12,Mobile,Customer confirmed mobile line activation was completed successfully.,Medium,Closed,4
TICK000589,CUST0317,2022-09-06,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,6
TICK000590,CUST0319,2025-04-12,Mobile,Customer asked about mobile data usage shown on the account.,Medium,Closed,8
TICK000591,CUST0319,2024-01-22,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,Closed,0
TICK000592,CUST0320,2025-01-28,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Critical,In Progress,
TICK000593,CUST0320,2024-10-09,Service Outage,Customer reported internet and TV outage affecting remote work.,High,In Progress,
TICK000594,CUST0320,2025-11-06,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Open,
TICK000595,CUST0320,2025-12-31,Mobile,Customer reported dropped calls and slow mobile data speeds.,High,Open,
TICK000596,CUST0321,2024-12-26,Internet,Customer complained about repeated internet drops during work-from-home hours.,Critical,In Progress,
TICK000597,CUST0321,2025-12-12,Mobile,Customer requested help activating a new mobile line.,Critical,Closed,0
TICK000598,CUST0321,2024-07-18,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,7
TICK000599,CUST0321,2025-02-06,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Closed,7
TICK000600,CUST0321,2026-05-25,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,0
TICK000601,CUST0321,2025-12-28,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,In Progress,
TICK000602,CUST0321,2023-08-10,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Closed,7
TICK000603,CUST0321,2025-08-16,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Critical,In Progress,
TICK000604,CUST0322,2025-03-14,Internet,Customer reported that internet service is working well after recent upgrade.,High,Closed,2
TICK000605,CUST0323,2019-12-03,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Open,
TICK000606,CUST0324,2020-01-14,Service Outage,Customer confirmed service was restored after the outage notification.,Medium,Closed,9
TICK000607,CUST0325,2022-11-13,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Closed,6
TICK000608,CUST0325,2024-03-06,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,2
TICK000609,CUST0326,2025-12-14,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,6
TICK000610,CUST0326,2026-04-01,TV,Customer confirmed TV channels were restored after support assistance.,Medium,In Progress,
TICK000611,CUST0326,2024-03-17,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,3
TICK000612,CUST0327,2025-12-18,Mobile,Customer requested help activating a new mobile line.,Low,In Progress,
TICK000613,CUST0327,2022-11-25,Mobile,Customer complained that mobile data was slower than expected.,High,Closed,6
TICK000614,CUST0327,2024-11-28,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,7
TICK000615,CUST0328,2022-05-21,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,5
TICK000616,CUST0328,2021-02-27,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,In Progress,
TICK000617,CUST0329,2025-01-05,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,7
TICK000618,CUST0329,2025-11-09,Mobile,Customer reported dropped calls and slow mobile data speeds.,Critical,Closed,1
TICK000619,CUST0329,2024-05-14,Billing,Customer asked why promotional pricing changed this month.,High,Closed,2
TICK000620,CUST0329,2024-01-19,Mobile,Customer reported dropped calls and slow mobile data speeds.,High,In Progress,
TICK000621,CUST0329,2025-09-22,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Closed,6
TICK000622,CUST0330,2025-01-30,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,4
TICK000623,CUST0331,2025-10-27,Mobile,Customer confirmed mobile line activation was completed successfully.,Low,Closed,4
TICK000624,CUST0331,2025-12-03,Internet,Customer contacted support to confirm improved internet speed after router replacement.,High,Closed,7
TICK000625,CUST0332,2024-07-01,Service Outage,Customer reported internet and TV outage affecting remote work.,Low,Closed,8
TICK000626,CUST0333,2026-01-23,Internet,Customer contacted support to confirm improved internet speed after router replacement.,Medium,Closed,4
TICK000627,CUST0333,2024-03-16,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,In Progress,
TICK000628,CUST0335,2025-03-19,Internet,Customer complained about repeated internet drops during work-from-home hours.,Critical,In Progress,
TICK000629,CUST0335,2023-03-06,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Low,Open,
TICK000630,CUST0335,2025-05-19,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,Closed,8
TICK000631,CUST0335,2026-02-15,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Open,
TICK000632,CUST0335,2025-03-25,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Open,
TICK000633,CUST0335,2023-05-04,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Critical,Open,
TICK000634,CUST0335,2025-06-30,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,2
TICK000635,CUST0335,2026-03-05,Internet,Customer complained about repeated internet drops during work-from-home hours.,Critical,Open,
TICK000636,CUST0336,2023-04-25,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,1
TICK000637,CUST0337,2023-10-28,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,Closed,9
TICK000638,CUST0337,2023-07-29,Mobile,Customer reported dropped calls and slow mobile data speeds.,Critical,Closed,0
TICK000639,CUST0337,2026-02-02,Mobile,Customer reported dropped calls and slow mobile data speeds.,High,Open,
TICK000640,CUST0337,2026-04-25,Mobile,Customer requested help activating a new mobile line.,Critical,Closed,0
TICK000641,CUST0337,2024-08-16,Mobile,Customer complained that mobile data was slower than expected.,Critical,In Progress,
TICK000642,CUST0338,2025-08-24,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,Closed,9
TICK000643,CUST0338,2025-01-14,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,2
TICK000644,CUST0338,2025-07-31,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,Closed,2
TICK000645,CUST0338,2025-06-03,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,6
TICK000646,CUST0338,2025-07-22,Mobile,Customer requested help activating a new mobile line.,Medium,Closed,0
TICK000647,CUST0338,2025-12-16,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Open,
TICK000648,CUST0338,2025-01-23,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Open,
TICK000649,CUST0339,2024-07-11,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,10
TICK000650,CUST0340,2019-02-16,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,9
TICK000651,CUST0340,2024-09-13,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,Closed,8
TICK000652,CUST0340,2020-10-04,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Low,Closed,9
TICK000653,CUST0341,2025-06-04,Billing,Customer asked why promotional pricing changed this month.,High,Closed,0
TICK000654,CUST0341,2026-04-10,Billing,Customer requested clarification on monthly bill charges.,High,In Progress,
TICK000655,CUST0341,2025-05-03,Internet,Customer asked for guidance on resetting the modem and router.,Medium,In Progress,
TICK000656,CUST0341,2025-05-20,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,Closed,8
TICK000657,CUST0341,2024-11-08,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Closed,2
TICK000658,CUST0341,2024-03-06,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,Open,
TICK000659,CUST0341,2025-07-06,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,In Progress,
TICK000660,CUST0342,2025-09-09,Mobile,Customer complained that mobile data was slower than expected.,Medium,Closed,9
TICK000661,CUST0342,2024-10-17,Service Outage,Customer reported internet and TV outage affecting remote work.,Low,Closed,10
TICK000662,CUST0343,2024-09-27,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,0
TICK000663,CUST0345,2021-12-27,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,5
TICK000664,CUST0346,2025-07-04,Mobile,Customer complained that mobile data was slower than expected.,Medium,In Progress,
TICK000665,CUST0346,2025-11-29,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,Closed,7
TICK000666,CUST0346,2024-01-01,Mobile,Customer requested help activating a new mobile line.,Medium,Closed,6
TICK000667,CUST0346,2026-02-14,Mobile,Customer complained that mobile data was slower than expected.,Medium,Open,
TICK000668,CUST0346,2025-03-10,Billing,Customer disputed an unexpected charge on the monthly bill.,Critical,Closed,0
TICK000669,CUST0346,2024-09-22,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,1
TICK000670,CUST0347,2025-12-28,Service Outage,Customer reported internet and TV outage affecting remote work.,Low,Closed,4
TICK000671,CUST0348,2021-12-31,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,3
TICK000672,CUST0349,2025-09-11,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,In Progress,
TICK000673,CUST0349,2025-12-16,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,0
TICK000674,CUST0350,2023-11-30,Mobile,Customer confirmed mobile line activation was completed successfully.,Medium,In Progress,
TICK000675,CUST0351,2025-08-22,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,In Progress,
TICK000676,CUST0353,2025-02-01,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,2
TICK000677,CUST0354,2026-04-27,TV,Customer requested help with streaming app login.,Medium,Closed,5
TICK000678,CUST0355,2026-04-08,TV,Customer confirmed TV channels were restored after support assistance.,Critical,Closed,3
TICK000679,CUST0357,2023-08-12,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,0
TICK000680,CUST0358,2020-09-29,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,5
TICK000681,CUST0358,2021-11-08,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,8
TICK000682,CUST0360,2024-02-16,Mobile,Customer complained that mobile data was slower than expected.,Medium,Closed,3
TICK000683,CUST0360,2024-08-22,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,7
TICK000684,CUST0362,2021-10-20,Mobile,Customer requested help activating a new mobile line.,Medium,Closed,3
TICK000685,CUST0363,2026-03-01,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,In Progress,
TICK000686,CUST0363,2024-11-15,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Closed,1
TICK000687,CUST0363,2026-03-03,Billing,Customer disputed an unexpected charge on the monthly bill.,High,In Progress,
TICK000688,CUST0363,2023-10-22,Mobile,Customer reported dropped calls and slow mobile data speeds.,Medium,In Progress,
TICK000689,CUST0363,2025-04-09,Billing,Customer asked why promotional pricing changed this month.,Medium,Open,
TICK000690,CUST0365,2023-06-09,Mobile,Customer requested help activating a new mobile line.,Critical,Closed,2
TICK000691,CUST0367,2021-08-21,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Low,Open,
TICK000692,CUST0367,2023-11-26,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,6
TICK000693,CUST0367,2021-11-14,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,4
TICK000694,CUST0368,2024-01-06,Mobile,Customer reported dropped calls and slow mobile data speeds.,Critical,In Progress,
TICK000695,CUST0368,2024-06-12,Mobile,Customer reported dropped calls and slow mobile data speeds.,Medium,Closed,8
TICK000696,CUST0368,2025-02-25,Billing,Customer requested clarification on monthly bill charges.,High,In Progress,
TICK000697,CUST0368,2025-07-05,Billing,Customer disputed an unexpected charge on the monthly bill.,Low,Closed,5
TICK000698,CUST0368,2023-09-20,Mobile,Customer complained that mobile data was slower than expected.,High,Closed,10
TICK000699,CUST0368,2024-06-06,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Open,
TICK000700,CUST0369,2025-08-10,TV,Customer requested help with streaming app login.,Medium,Closed,6
TICK000701,CUST0370,2025-08-19,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,Open,
TICK000702,CUST0370,2025-09-19,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Critical,Closed,0
TICK000703,CUST0370,2026-02-21,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,7
TICK000704,CUST0370,2026-02-21,Internet,Customer stated that the router reboot did not fix the connectivity issue.,High,Closed,0
TICK000705,CUST0370,2026-05-22,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,In Progress,
TICK000706,CUST0371,2019-08-19,Service Outage,Customer confirmed service was restored after the outage notification.,Medium,Closed,9
TICK000707,CUST0375,2025-12-15,Internet,Customer complained about repeated internet drops during work-from-home hours.,Low,Closed,6
TICK000708,CUST0378,2025-02-11,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,10
TICK000709,CUST0379,2025-09-26,TV,Customer reported missing channels from the TV package.,Low,In Progress,
TICK000710,CUST0379,2025-05-10,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,4
TICK000711,CUST0379,2025-09-10,TV,Customer asked about channel package details.,Medium,Closed,7
TICK000712,CUST0379,2026-05-05,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Open,
TICK000713,CUST0379,2025-10-04,Billing,Customer was frustrated that payment was posted but balance still showed due.,Critical,In Progress,
TICK000714,CUST0379,2026-05-13,Service Outage,Customer reported internet and TV outage affecting remote work.,Critical,In Progress,
TICK000715,CUST0381,2025-09-10,Internet,Customer contacted support to confirm improved internet speed after router replacement.,Medium,Closed,3
TICK000716,CUST0381,2024-10-12,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,0
TICK000717,CUST0383,2025-06-29,TV,Customer asked about channel package details.,Low,Open,
TICK000718,CUST0387,2023-04-11,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Open,
TICK000719,CUST0388,2025-07-17,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,In Progress,
TICK000720,CUST0388,2024-09-22,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,In Progress,
TICK000721,CUST0388,2026-01-05,Mobile,Customer reported dropped calls and slow mobile data speeds.,Medium,Closed,2
TICK000722,CUST0388,2024-06-29,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,0
TICK000723,CUST0389,2025-08-25,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Closed,3
TICK000724,CUST0390,2023-04-30,TV,Customer experienced pixelation while watching live TV.,Critical,Closed,2
TICK000725,CUST0390,2025-05-12,TV,Customer experienced pixelation while watching live TV.,High,In Progress,
TICK000726,CUST0390,2024-02-26,TV,Customer experienced pixelation while watching live TV.,High,Closed,7
TICK000727,CUST0390,2025-04-08,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,Closed,6
TICK000728,CUST0391,2021-02-12,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,10
TICK000729,CUST0392,2025-08-23,Billing,Customer disputed an unexpected charge on the monthly bill.,Medium,In Progress,
TICK000730,CUST0392,2026-05-23,Internet,Customer complained about repeated internet drops during work-from-home hours.,Critical,Closed,0
TICK000731,CUST0392,2025-08-23,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,3
TICK000732,CUST0392,2025-04-15,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,4
TICK000733,CUST0392,2025-04-19,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,Open,
TICK000734,CUST0392,2025-12-21,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Open,
TICK000735,CUST0392,2025-01-21,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,3
TICK000736,CUST0393,2026-02-09,Internet,Customer stated that the router reboot did not fix the connectivity issue.,High,In Progress,
TICK000737,CUST0393,2026-05-09,Billing,Customer thanked support for explaining the promotional discount on the bill.,High,Closed,10
TICK000738,CUST0393,2025-01-11,Internet,Customer contacted support to confirm improved internet speed after router replacement.,Medium,Closed,7
TICK000739,CUST0394,2023-08-06,Mobile,Customer asked about mobile data usage shown on the account.,High,Closed,10
TICK000740,CUST0394,2025-04-10,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,10
TICK000741,CUST0395,2020-06-18,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Closed,1
TICK000742,CUST0395,2024-08-20,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,0
TICK000743,CUST0396,2026-05-19,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,10
TICK000744,CUST0397,2019-04-08,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,2
TICK000745,CUST0397,2021-03-13,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Closed,2
TICK000746,CUST0397,2026-02-02,Internet,Customer complained about repeated internet drops during work-from-home hours.,Critical,Closed,0
TICK000747,CUST0397,2018-10-31,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,8
TICK000748,CUST0398,2023-07-08,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Closed,1
TICK000749,CUST0399,2022-11-16,Billing,Customer asked why promotional pricing changed this month.,Low,Closed,5
TICK000750,CUST0400,2025-08-01,Mobile,Customer requested help activating a new mobile line.,Medium,Open,
TICK000751,CUST0401,2026-01-11,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,5
TICK000752,CUST0404,2024-05-18,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Closed,1
TICK000753,CUST0404,2022-04-17,Internet,Customer reported that internet service is working well after recent upgrade.,High,Open,
TICK000754,CUST0406,2026-02-23,Internet,Customer asked for guidance on resetting the modem and router.,Low,In Progress,
TICK000755,CUST0406,2023-11-30,Mobile,Customer complained that mobile data was slower than expected.,Medium,Closed,6
TICK000756,CUST0406,2024-07-15,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,7
TICK000757,CUST0407,2023-07-10,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,Closed,10
TICK000758,CUST0407,2022-10-01,Mobile,Customer requested help activating a new mobile line.,High,Closed,1
TICK000759,CUST0408,2023-12-08,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,5
TICK000760,CUST0408,2023-09-12,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,7
TICK000761,CUST0408,2021-11-17,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Closed,1
TICK000762,CUST0408,2023-03-27,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Open,
TICK000763,CUST0409,2023-09-29,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Closed,6
TICK000764,CUST0409,2022-12-05,Mobile,Customer asked about mobile data usage shown on the account.,Medium,Closed,10
TICK000765,CUST0411,2026-04-09,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,In Progress,
TICK000766,CUST0414,2023-01-02,Billing,Customer asked why promotional pricing changed this month.,Low,Closed,1
TICK000767,CUST0415,2024-08-07,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,7
TICK000768,CUST0415,2023-03-28,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,0
TICK000769,CUST0415,2023-04-16,Service Outage,Customer confirmed service was restored after the outage notification.,Critical,Open,
TICK000770,CUST0415,2024-07-21,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,1
TICK000771,CUST0416,2025-01-20,Mobile,Customer asked about mobile data usage shown on the account.,Critical,Closed,2
